time_s,throttle,throttle_delta,brake,speed,accel_x
484.4500,0.6568,-0.0314,0.0000,26.9177,0.2466
484.4600,0.6568,-0.0314,0.0000,26.9152,0.2464
484.4700,0.6568,-0.0314,0.0000,26.9128,0.2466
484.4800,0.6568,-0.0314,0.0000,26.9103,0.2447
484.4900,0.6568,-0.0314,0.0000,26.9079,0.2441
484.5000,0.6568,-0.0314,0.0000,26.9054,0.2441
484.5100,0.6568,-0.0314,0.0000,26.9030,0.2441
484.5200,0.6568,-0.0314,0.0000,26.9005,0.2441
484.5300,0.6568,-0.0314,0.0000,26.8981,0.2438
484.5400,0.6568,-0.0314,0.0000,26.8957,0.2432
484.5500,0.6568,-0.0314,0.0000,26.8933,0.2419
484.5600,0.6568,-0.0314,0.0000,26.8908,0.2417
484.5700,0.6568,-0.0314,0.0000,26.8884,0.2417
484.5800,0.6568,-0.0314,0.0000,26.8860,0.2417
484.5900,0.6568,-0.0314,0.0000,26.8836,0.2417
484.6000,0.6568,-0.0314,0.0000,26.8812,0.2407
484.6100,0.6568,-0.0314,0.0000,26.8788,0.2394
484.6200,0.6568,-0.0314,0.0000,26.8764,0.2392
484.6300,0.6568,-0.0314,0.0000,26.8740,0.2394
484.6400,0.6568,-0.0314,0.0000,26.8716,0.2392
484.6500,0.6568,-0.0314,0.0000,26.8692,0.2390
484.6600,0.6568,-0.0314,0.0000,26.8668,0.2377
484.6700,0.6568,-0.0314,0.0000,26.8645,0.2367
484.6800,0.6568,-0.0314,0.0000,26.8621,0.2369
484.6900,0.6568,-0.0314,0.0000,26.8597,0.2367
484.7000,0.6568,-0.0314,0.0000,26.8574,0.2369
484.7100,0.6568,-0.0314,0.0000,26.8550,0.2365
484.7200,0.6568,-0.0314,0.0000,26.8527,0.2350
484.7300,0.6568,-0.0314,0.0000,26.8503,0.2342
484.7400,0.6568,-0.0314,0.0000,26.8480,0.2344
484.7500,0.6568,-0.0314,0.0000,26.8456,0.2344
484.7600,0.6568,-0.0314,0.0000,26.8433,0.2344
484.7700,0.6568,-0.0314,0.0000,26.8409,0.2344
484.7800,0.6568,-0.0314,0.0000,26.8386,0.2342
484.7900,0.6568,-0.0314,0.0000,26.8363,0.2337
484.8000,0.6568,-0.0314,0.0000,26.8339,0.2333
484.8100,0.6568,-0.0314,0.0000,26.8316,0.2321
484.8200,0.6568,-0.0314,0.0000,26.8293,0.2319
484.8300,0.6568,-0.0314,0.0000,26.8270,0.2319
484.8400,0.6568,-0.0314,0.0000,26.8246,0.2319
484.8500,0.6568,-0.0314,0.0000,26.8223,0.2319
484.8600,0.6568,-0.0314,0.0000,26.8200,0.2316
484.8700,0.6568,-0.0314,0.0000,26.8177,0.2304
484.8800,0.6568,-0.0314,0.0000,26.8154,0.2295
484.8900,0.6568,-0.0314,0.0000,26.8131,0.2295
484.9000,0.6568,-0.0314,0.0000,26.8108,0.2295
484.9100,0.6568,-0.0314,0.0000,26.8085,0.2293
484.9200,0.6568,-0.0314,0.0000,26.8062,0.2281
484.9300,0.6568,-0.0314,0.0000,26.8040,0.2274
484.9400,0.6568,-0.0314,0.0000,26.8017,0.2270
484.9500,0.6568,-0.0314,0.0000,26.7994,0.2270
484.9600,0.6568,-0.0314,0.0000,26.7972,0.2272
484.9700,0.6568,-0.0314,0.0000,26.7949,0.2270
484.9800,0.6568,-0.0314,0.0000,26.7926,0.2266
484.9900,0.6568,-0.0314,0.0000,26.7904,0.2249
485.0000,0.6568,-0.0314,0.0000,26.7881,0.2245
485.0100,0.6568,-0.0314,0.0000,26.7859,0.2247
485.0200,0.6568,-0.0314,0.0000,26.7836,0.2247
485.0300,0.6568,-0.0314,0.0000,26.7814,0.2245
485.0400,0.6568,-0.0314,0.0000,26.7791,0.2247
485.0500,0.6568,-0.0314,0.0000,26.7769,0.2230
485.0600,0.6568,-0.0314,0.0000,26.7747,0.2224
485.0700,0.6568,-0.0314,0.0000,26.7725,0.2220
485.0800,0.6568,-0.0314,0.0000,26.7703,0.2222
485.0900,0.6568,-0.0314,0.0000,26.7680,0.2222
485.1000,0.6568,-0.0314,0.0000,26.7658,0.2222
485.1100,0.6568,-0.0314,0.0000,26.7636,0.2218
485.1200,0.6568,-0.0314,0.0000,26.7614,0.2213
485.1300,0.6568,-0.0314,0.0000,26.7592,0.2199
485.1400,0.6568,-0.0314,0.0000,26.7570,0.2197
485.1500,0.6568,-0.0314,0.0000,26.7548,0.2197
485.1600,0.6568,-0.0314,0.0000,26.7526,0.2197
485.1700,0.6568,-0.0314,0.0000,26.7504,0.2193
485.1800,0.6568,-0.0314,0.0000,26.7482,0.2190
485.1900,0.6568,-0.0314,0.0000,26.7460,0.2178
485.2000,0.6568,-0.0314,0.0000,26.7439,0.2172
485.2100,0.6568,-0.0314,0.0000,26.7417,0.2172
485.2200,0.6568,-0.0314,0.0000,26.7395,0.2172
485.2300,0.6568,-0.0314,0.0000,26.7373,0.2172
485.2400,0.6568,-0.0314,0.0000,26.7352,0.2148
485.2500,0.6568,-0.0314,0.0000,26.7330,0.2138
485.2600,0.6568,-0.0314,0.0000,26.7309,0.2123
485.2700,0.6568,-0.0314,0.0000,26.7288,0.2125
485.2800,0.6568,-0.0314,0.0000,26.7267,0.2125
485.2900,0.6568,-0.0314,0.0000,26.7246,0.2123
485.3000,0.6568,-0.0314,0.0000,26.7224,0.2125
485.3100,0.6568,-0.0314,0.0000,26.7203,0.2121
485.3200,0.6568,-0.0314,0.0000,26.7182,0.2115
485.3300,0.6568,-0.0314,0.0000,26.7161,0.2102
