time_s,segment_range,active_range_carla,active_range_model,setpoint_carla_mps,setpoint_model_mps,speed_carla_mps,speed_model_mps,throttle_carla,throttle_model,brake_carla,brake_model,u_carla,u_model
178.2600,high,high,high,32.0000,32.0000,32.0001,32.0000,0.723192,0.717361,0.000000,0.000000,0.723192,0.717361
178.2700,high,high,high,32.0000,32.0000,32.0000,32.0000,0.723205,0.717361,0.000000,0.000000,0.723205,0.717361
178.2800,high,high,high,32.0000,32.0000,32.0000,32.0000,0.723216,0.717361,0.000000,0.000000,0.723216,0.717361
178.2900,high,high,high,32.0000,32.0000,31.9999,32.0000,0.723227,0.717361,0.000000,0.000000,0.723227,0.717361
178.3000,high,high,high,32.0000,32.0000,31.9999,32.0000,0.723237,0.717361,0.000000,0.000000,0.723237,0.717361
178.3100,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723247,0.717361,0.000000,0.000000,0.723247,0.717361
178.3200,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723256,0.717361,0.000000,0.000000,0.723256,0.717361
178.3300,high,high,high,32.0000,32.0000,31.9997,32.0000,0.723266,0.717361,0.000000,0.000000,0.723266,0.717361
178.3400,high,high,high,32.0000,32.0000,31.9997,32.0000,0.723276,0.717361,0.000000,0.000000,0.723276,0.717361
178.3500,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723285,0.717361,0.000000,0.000000,0.723285,0.717361
178.3600,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723292,0.717361,0.000000,0.000000,0.723292,0.717361
178.3700,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723299,0.717361,0.000000,0.000000,0.723299,0.717361
178.3800,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723305,0.717361,0.000000,0.000000,0.723305,0.717361
178.3900,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723311,0.717361,0.000000,0.000000,0.723311,0.717361
178.4000,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723316,0.717361,0.000000,0.000000,0.723316,0.717361
178.4100,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723322,0.717361,0.000000,0.000000,0.723322,0.717361
178.4200,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723328,0.717361,0.000000,0.000000,0.723328,0.717361
178.4300,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723333,0.717361,0.000000,0.000000,0.723333,0.717361
178.4400,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723339,0.717361,0.000000,0.000000,0.723339,0.717361
178.4500,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723343,0.717361,0.000000,0.000000,0.723343,0.717361
178.4600,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723346,0.717361,0.000000,0.000000,0.723346,0.717361
178.4700,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723348,0.717361,0.000000,0.000000,0.723348,0.717361
178.4800,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723350,0.717361,0.000000,0.000000,0.723350,0.717361
178.4900,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723351,0.717361,0.000000,0.000000,0.723351,0.717361
178.5000,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723353,0.717361,0.000000,0.000000,0.723353,0.717361
178.5100,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723354,0.717361,0.000000,0.000000,0.723354,0.717361
178.5200,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723355,0.717361,0.000000,0.000000,0.723355,0.717361
178.5300,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723356,0.717361,0.000000,0.000000,0.723356,0.717361
178.5400,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723357,0.717361,0.000000,0.000000,0.723357,0.717361
178.5500,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723358,0.717361,0.000000,0.000000,0.723358,0.717361
178.5600,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723359,0.717361,0.000000,0.000000,0.723359,0.717361
178.5700,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723360,0.717361,0.000000,0.000000,0.723360,0.717361
178.5800,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723361,0.717361,0.000000,0.000000,0.723361,0.717361
178.5900,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723362,0.717361,0.000000,0.000000,0.723362,0.717361
178.6000,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723363,0.717361,0.000000,0.000000,0.723363,0.717361
178.6100,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723363,0.717361,0.000000,0.000000,0.723363,0.717361
178.6200,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723361,0.717361,0.000000,0.000000,0.723361,0.717361
178.6300,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723358,0.717361,0.000000,0.000000,0.723358,0.717361
178.6400,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723355,0.717361,0.000000,0.000000,0.723355,0.717361
178.6500,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723352,0.717361,0.000000,0.000000,0.723352,0.717361
178.6600,high,high,high,32.0000,32.0000,31.9994,32.0000,0.723348,0.717361,0.000000,0.000000,0.723348,0.717361
178.6700,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723345,0.717361,0.000000,0.000000,0.723345,0.717361
178.6800,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723341,0.717361,0.000000,0.000000,0.723341,0.717361
178.6900,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723337,0.717361,0.000000,0.000000,0.723337,0.717361
178.7000,high,high,high,32.0000,32.0000,31.9995,32.0000,0.723333,0.717361,0.000000,0.000000,0.723333,0.717361
178.7100,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723329,0.717361,0.000000,0.000000,0.723329,0.717361
178.7200,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723325,0.717361,0.000000,0.000000,0.723325,0.717361
178.7300,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723321,0.717361,0.000000,0.000000,0.723321,0.717361
178.7400,high,high,high,32.0000,32.0000,31.9996,32.0000,0.723317,0.717361,0.000000,0.000000,0.723317,0.717361
178.7500,high,high,high,32.0000,32.0000,31.9997,32.0000,0.723313,0.717361,0.000000,0.000000,0.723313,0.717361
178.7600,high,high,high,32.0000,32.0000,31.9997,32.0000,0.723309,0.717361,0.000000,0.000000,0.723309,0.717361
178.7700,high,high,high,32.0000,32.0000,31.9997,32.0000,0.723305,0.717361,0.000000,0.000000,0.723305,0.717361
178.7800,high,high,high,32.0000,32.0000,31.9997,32.0000,0.723301,0.717361,0.000000,0.000000,0.723301,0.717361
178.7900,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723296,0.717361,0.000000,0.000000,0.723296,0.717361
178.8000,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723292,0.717361,0.000000,0.000000,0.723292,0.717361
178.8100,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723288,0.717361,0.000000,0.000000,0.723288,0.717361
178.8200,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723283,0.717361,0.000000,0.000000,0.723283,0.717361
178.8300,high,high,high,32.0000,32.0000,31.9999,32.0000,0.723279,0.717361,0.000000,0.000000,0.723279,0.717361
178.8400,high,high,high,32.0000,32.0000,31.9999,32.0000,0.723275,0.717361,0.000000,0.000000,0.723275,0.717361
178.8500,high,high,high,32.0000,32.0000,31.9999,32.0000,0.723270,0.717361,0.000000,0.000000,0.723270,0.717361
178.8600,high,high,high,32.0000,32.0000,31.9999,32.0000,0.723265,0.717361,0.000000,0.000000,0.723265,0.717361
178.8700,high,high,high,32.0000,32.0000,32.0000,32.0000,0.723261,0.717361,0.000000,0.000000,0.723261,0.717361
178.8800,high,high,high,32.0000,32.0000,32.0000,32.0000,0.723256,0.717361,0.000000,0.000000,0.723256,0.717361
178.8900,high,high,high,32.0000,32.0000,32.0000,32.0000,0.723252,0.717361,0.000000,0.000000,0.723252,0.717361
178.9000,high,high,high,32.0000,32.0000,32.0000,32.0000,0.723247,0.717361,0.000000,0.000000,0.723247,0.717361
178.9100,high,high,high,32.0000,32.0000,32.0001,32.0000,0.723242,0.717361,0.000000,0.000000,0.723242,0.717361
178.9200,high,high,high,32.0000,32.0000,32.0001,32.0000,0.723238,0.717361,0.000000,0.000000,0.723238,0.717361
178.9300,high,high,high,32.0000,32.0000,32.0001,32.0000,0.723233,0.717361,0.000000,0.000000,0.723233,0.717361
178.9400,high,high,high,32.0000,32.0000,32.0001,32.0000,0.723228,0.717361,0.000000,0.000000,0.723228,0.717361
178.9500,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723223,0.717361,0.000000,0.000000,0.723223,0.717361
178.9600,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723218,0.717361,0.000000,0.000000,0.723218,0.717361
178.9700,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723213,0.717361,0.000000,0.000000,0.723213,0.717361
178.9800,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723210,0.717361,0.000000,0.000000,0.723210,0.717361
178.9900,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723207,0.717361,0.000000,0.000000,0.723207,0.717361
179.0000,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723206,0.717361,0.000000,0.000000,0.723206,0.717361
179.0100,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723205,0.717361,0.000000,0.000000,0.723205,0.717361
179.0200,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723204,0.717361,0.000000,0.000000,0.723204,0.717361
179.0300,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723203,0.717361,0.000000,0.000000,0.723203,0.717361
179.0400,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723203,0.717361,0.000000,0.000000,0.723203,0.717361
179.0500,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723202,0.717361,0.000000,0.000000,0.723202,0.717361
179.0600,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723202,0.717361,0.000000,0.000000,0.723202,0.717361
179.0700,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723201,0.717361,0.000000,0.000000,0.723201,0.717361
179.0800,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723201,0.717361,0.000000,0.000000,0.723201,0.717361
179.0900,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723201,0.717361,0.000000,0.000000,0.723201,0.717361
179.1000,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723200,0.717361,0.000000,0.000000,0.723200,0.717361
179.1100,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723200,0.717361,0.000000,0.000000,0.723200,0.717361
179.1200,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723199,0.717361,0.000000,0.000000,0.723199,0.717361
179.1300,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723199,0.717361,0.000000,0.000000,0.723199,0.717361
179.1400,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723199,0.717361,0.000000,0.000000,0.723199,0.717361
179.1500,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723198,0.717361,0.000000,0.000000,0.723198,0.717361
179.1600,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723198,0.717361,0.000000,0.000000,0.723198,0.717361
179.1700,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723197,0.717361,0.000000,0.000000,0.723197,0.717361
179.1800,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723197,0.717361,0.000000,0.000000,0.723197,0.717361
179.1900,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723197,0.717361,0.000000,0.000000,0.723197,0.717361
179.2000,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723196,0.717361,0.000000,0.000000,0.723196,0.717361
179.2100,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723196,0.717361,0.000000,0.000000,0.723196,0.717361
179.2200,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723196,0.717361,0.000000,0.000000,0.723196,0.717361
179.2300,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723195,0.717361,0.000000,0.000000,0.723195,0.717361
179.2400,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723195,0.717361,0.000000,0.000000,0.723195,0.717361
179.2500,high,high,high,32.0000,32.0000,32.0002,32.0000,0.723194,0.717361,0.000000,0.000000,0.723194,0.717361
179.2600,high,high,high,32.0000,32.0000,31.9998,32.0000,0.723283,0.717361,0.000000,0.000000,0.723283,0.717361
179.2700,high,high,high,32.0000,32.0000,31.9991,32.0000,0.723404,0.717361,0.000000,0.000000,0.723404,0.717361
179.2800,high,high,high,32.0000,32.0000,31.9985,32.0000,0.723521,0.717361,0.000000,0.000000,0.723521,0.717361
179.2900,high,high,high,32.0000,32.0000,31.9981,32.0000,0.723614,0.717361,0.000000,0.000000,0.723614,0.717361
179.3000,high,high,high,32.0000,32.0000,31.9978,32.0000,0.723668,0.717361,0.000000,0.000000,0.723668,0.717361
179.3100,high,high,high,32.0000,32.0000,31.9978,32.0000,0.723678,0.717361,0.000000,0.000000,0.723678,0.717361
179.3200,high,high,high,32.0000,32.0000,31.9980,32.0000,0.723637,0.717361,0.000000,0.000000,0.723637,0.717361
179.3300,high,high,high,32.0000,32.0000,31.9985,32.0000,0.723542,0.717361,0.000000,0.000000,0.723542,0.717361
179.3400,high,high,high,32.0000,32.0000,31.9993,32.0000,0.723392,0.717361,0.000000,0.000000,0.723392,0.717361
179.3500,high,high,high,32.0000,32.0000,32.0004,32.0000,0.723184,0.717361,0.000000,0.000000,0.723184,0.717361
179.3600,high,high,high,32.0000,32.0000,32.0018,32.0000,0.722919,0.717361,0.000000,0.000000,0.722919,0.717361
179.3700,high,high,high,32.0000,32.0000,32.0035,32.0000,0.722594,0.717361,0.000000,0.000000,0.722594,0.717361
179.3800,high,high,high,32.0000,32.0000,32.0055,32.0000,0.722210,0.717361,0.000000,0.000000,0.722210,0.717361
179.3900,high,high,high,32.0000,32.0000,32.0077,32.0000,0.721766,0.717361,0.000000,0.000000,0.721766,0.717361
179.4000,high,high,high,32.0000,32.0000,32.0103,32.0000,0.721260,0.717361,0.000000,0.000000,0.721260,0.717361
179.4100,high,high,high,32.0000,32.0000,32.0132,32.0000,0.720694,0.717361,0.000000,0.000000,0.720694,0.717361
179.4200,high,high,high,32.0000,32.0000,32.0164,32.0000,0.720066,0.717361,0.000000,0.000000,0.720066,0.717361
179.4300,high,high,high,32.0000,32.0000,32.0199,32.0000,0.719375,0.717361,0.000000,0.000000,0.719375,0.717361
179.4400,high,high,high,32.0000,32.0000,32.0236,32.0000,0.718623,0.717361,0.000000,0.000000,0.718623,0.717361
179.4500,high,high,high,32.0000,32.0000,32.0277,32.0000,0.717806,0.717361,0.000000,0.000000,0.717806,0.717361
179.4600,high,high,high,32.0000,32.0000,32.0321,32.0000,0.716927,0.717361,0.000000,0.000000,0.716927,0.717361
179.4700,high,high,high,32.0000,32.0000,32.0368,32.0000,0.715983,0.717361,0.000000,0.000000,0.715983,0.717361
179.4800,high,high,high,32.0000,32.0000,32.0418,32.0000,0.714975,0.717361,0.000000,0.000000,0.714975,0.717361
179.4900,high,high,high,32.0000,32.0000,32.0470,32.0000,0.713902,0.717361,0.000000,0.000000,0.713902,0.717361
179.5000,high,high,high,32.0000,32.0000,32.0526,32.0000,0.712763,0.717361,0.000000,0.000000,0.712763,0.717361
179.5100,high,high,high,32.0000,32.0000,32.0585,32.0000,0.711559,0.717361,0.000000,0.000000,0.711559,0.717361
179.5200,high,high,high,32.0000,32.0000,32.0646,32.0000,0.710289,0.717361,0.000000,0.000000,0.710289,0.717361
179.5300,high,high,high,32.0000,32.0000,32.0711,32.0000,0.708951,0.717361,0.000000,0.000000,0.708951,0.717361
179.5400,high,high,high,32.0000,32.0000,32.0779,32.0000,0.707547,0.717361,0.000000,0.000000,0.707547,0.717361
179.5500,high,high,high,32.0000,32.0000,32.0849,32.0000,0.706075,0.717361,0.000000,0.000000,0.706075,0.717361
179.5600,high,high,high,32.0000,32.0000,32.0829,32.0000,0.706340,0.717361,0.000000,0.000000,0.706340,0.717361
179.5700,high,high,high,32.0000,32.0000,32.0677,32.0000,0.709101,0.717361,0.000000,0.000000,0.709101,0.717361
179.5800,high,high,high,32.0000,32.0000,32.0485,32.0000,0.712668,0.717361,0.000000,0.000000,0.712668,0.717361
179.5900,high,high,high,32.0000,32.0000,32.0296,32.0000,0.716200,0.717361,0.000000,0.000000,0.716200,0.717361
179.6000,high,high,high,32.0000,32.0000,32.0130,32.0000,0.719325,0.717361,0.000000,0.000000,0.719325,0.717361
179.6100,high,high,high,32.0000,32.0000,31.9993,32.0000,0.721920,0.717361,0.000000,0.000000,0.721920,0.717361
179.6200,high,high,high,32.0000,32.0000,31.9885,32.0000,0.723989,0.717361,0.000000,0.000000,0.723989,0.717361
179.6300,high,high,high,32.0000,32.0000,31.9802,32.0000,0.725590,0.717361,0.000000,0.000000,0.725590,0.717361
179.6400,high,high,high,32.0000,32.0000,31.9740,32.0000,0.726798,0.717361,0.000000,0.000000,0.726798,0.717361
179.6500,high,high,high,32.0000,32.0000,31.9696,32.0000,0.727691,0.717361,0.000000,0.000000,0.727691,0.717361
179.6600,high,high,high,32.0000,32.0000,31.9664,32.0000,0.728337,0.717361,0.000000,0.000000,0.728337,0.717361
179.6700,high,high,high,32.0000,32.0000,31.9643,32.0000,0.728794,0.717361,0.000000,0.000000,0.728794,0.717361
179.6800,high,high,high,32.0000,32.0000,31.9630,32.0000,0.729110,0.717361,0.000000,0.000000,0.729110,0.717361
179.6900,high,high,high,32.0000,32.0000,31.9622,32.0000,0.729321,0.717361,0.000000,0.000000,0.729321,0.717361
179.7000,high,high,high,32.0000,32.0000,31.9618,32.0000,0.729455,0.717361,0.000000,0.000000,0.729455,0.717361
179.7100,high,high,high,32.0000,32.0000,31.9617,32.0000,0.729534,0.717361,0.000000,0.000000,0.729534,0.717361
179.7200,high,high,high,32.0000,32.0000,31.9618,32.0000,0.729573,0.717361,0.000000,0.000000,0.729573,0.717361
179.7300,high,high,high,32.0000,32.0000,31.9620,32.0000,0.729583,0.717361,0.000000,0.000000,0.729583,0.717361
179.7400,high,high,high,32.0000,32.0000,31.9624,32.0000,0.729573,0.717361,0.000000,0.000000,0.729573,0.717361
179.7500,high,high,high,32.0000,32.0000,31.9628,32.0000,0.729548,0.717361,0.000000,0.000000,0.729548,0.717361
179.7600,high,high,high,32.0000,32.0000,31.9633,32.0000,0.729512,0.717361,0.000000,0.000000,0.729512,0.717361
179.7700,high,high,high,32.0000,32.0000,31.9639,32.0000,0.729467,0.717361,0.000000,0.000000,0.729467,0.717361
179.7800,high,high,high,32.0000,32.0000,31.9644,32.0000,0.729416,0.717361,0.000000,0.000000,0.729416,0.717361
179.7900,high,high,high,32.0000,32.0000,31.9650,32.0000,0.729359,0.717361,0.000000,0.000000,0.729359,0.717361
179.8000,high,high,high,32.0000,32.0000,31.9656,32.0000,0.729297,0.717361,0.000000,0.000000,0.729297,0.717361
179.8100,high,high,high,32.0000,32.0000,31.9663,32.0000,0.729230,0.717361,0.000000,0.000000,0.729230,0.717361
179.8200,high,high,high,32.0000,32.0000,31.9669,32.0000,0.729158,0.717361,0.000000,0.000000,0.729158,0.717361
179.8300,high,high,high,32.0000,32.0000,31.9676,32.0000,0.729082,0.717361,0.000000,0.000000,0.729082,0.717361
179.8400,high,high,high,32.0000,32.0000,31.9683,32.0000,0.729001,0.717361,0.000000,0.000000,0.729001,0.717361
179.8500,high,high,high,32.0000,32.0000,31.9690,32.0000,0.728915,0.717361,0.000000,0.000000,0.728915,0.717361
179.8600,high,high,high,32.0000,32.0000,31.9697,32.0000,0.728825,0.717361,0.000000,0.000000,0.728825,0.717361
179.8700,high,high,high,32.0000,32.0000,31.9705,32.0000,0.728731,0.717361,0.000000,0.000000,0.728731,0.717361
179.8800,high,high,high,32.0000,32.0000,31.9712,32.0000,0.728632,0.717361,0.000000,0.000000,0.728632,0.717361
179.8900,high,high,high,32.0000,32.0000,31.9720,32.0000,0.728529,0.717361,0.000000,0.000000,0.728529,0.717361
179.9000,high,high,high,32.0000,32.0000,31.9728,32.0000,0.728422,0.717361,0.000000,0.000000,0.728422,0.717361
179.9100,high,high,high,32.0000,32.0000,31.9736,32.0000,0.728311,0.717361,0.000000,0.000000,0.728311,0.717361
179.9200,high,high,high,32.0000,32.0000,31.9744,32.0000,0.728196,0.717361,0.000000,0.000000,0.728196,0.717361
179.9300,high,high,high,32.0000,32.0000,31.9752,32.0000,0.728078,0.717361,0.000000,0.000000,0.728078,0.717361
179.9400,high,high,high,32.0000,32.0000,31.9761,32.0000,0.727958,0.717361,0.000000,0.000000,0.727958,0.717361
179.9500,high,high,high,32.0000,32.0000,31.9769,32.0000,0.727834,0.717361,0.000000,0.000000,0.727834,0.717361
179.9600,high,high,high,32.0000,32.0000,31.9778,32.0000,0.727706,0.717361,0.000000,0.000000,0.727706,0.717361
179.9700,high,high,high,32.0000,32.0000,31.9786,32.0000,0.727576,0.717361,0.000000,0.000000,0.727576,0.717361
179.9800,high,high,high,32.0000,32.0000,31.9795,32.0000,0.727443,0.717361,0.000000,0.000000,0.727443,0.717361
179.9900,high,high,high,32.0000,32.0000,31.9804,32.0000,0.727309,0.717361,0.000000,0.000000,0.727309,0.717361
180.0000,high,high,high,32.0000,32.0000,31.9813,32.0000,0.727174,0.717361,0.000000,0.000000,0.727174,0.717361
180.0100,high,high,high,27.0000,27.0000,31.9821,32.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0200,high,high,high,27.0000,27.0000,31.9830,32.0000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0300,high,high,high,27.0000,27.0000,31.9835,31.9353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0400,high,high,high,27.0000,27.0000,31.9832,31.8533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0500,high,high,high,27.0000,27.0000,31.9813,31.7610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0600,high,high,high,27.0000,27.0000,31.9772,31.6624,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0700,high,high,high,27.0000,27.0000,31.9700,31.5600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0800,high,high,high,27.0000,27.0000,31.9590,31.4553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.0900,high,high,high,27.0000,27.0000,31.9435,31.3492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.1000,high,high,high,27.0000,27.0000,31.9231,31.2423,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.1100,high,high,high,27.0000,27.0000,31.8977,31.1348,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.1200,high,high,high,27.0000,27.0000,31.8672,31.0270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.1300,high,high,high,27.0000,27.0000,31.8319,30.9190,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.1400,high,high,high,27.0000,27.0000,31.7920,30.8109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
180.1500,high,high,high,27.0000,27.0000,31.7478,30.7026,0.000000,0.007174,0.000000,0.000000,0.000000,0.007174
180.1600,high,high,high,27.0000,27.0000,31.6996,30.5943,0.000000,0.022049,0.000000,0.000000,0.000000,0.022049
180.1700,high,high,high,27.0000,27.0000,31.6475,30.4866,0.000000,0.036980,0.000000,0.000000,0.000000,0.036980
180.1800,high,high,high,27.0000,27.0000,31.5920,30.3803,0.000000,0.051800,0.000000,0.000000,0.000000,0.051800
180.1900,high,high,high,27.0000,27.0000,31.5331,30.2758,0.000000,0.066447,0.000000,0.000000,0.000000,0.066447
180.2000,high,high,high,27.0000,27.0000,31.4711,30.1733,0.000000,0.080888,0.000000,0.000000,0.000000,0.080888
180.2100,high,high,high,27.0000,27.0000,31.4063,30.0728,0.000000,0.095101,0.000000,0.000000,0.000000,0.095101
180.2200,high,high,high,27.0000,27.0000,31.3388,29.9744,0.000000,0.109075,0.000000,0.000000,0.000000,0.109075
180.2300,high,high,high,27.0000,27.0000,31.2688,29.8780,0.000000,0.122804,0.000000,0.000000,0.000000,0.122804
180.2400,high,high,high,27.0000,27.0000,31.1965,29.7838,0.000000,0.136285,0.000000,0.000000,0.000000,0.136285
180.2500,high,high,high,27.0000,27.0000,31.1220,29.6916,0.000000,0.149520,0.000000,0.000000,0.000000,0.149520
180.2600,high,high,high,27.0000,27.0000,31.0455,29.6015,0.000000,0.162510,0.000000,0.000000,0.000000,0.162510
180.2700,high,high,high,27.0000,27.0000,30.9671,29.5133,0.000000,0.175255,0.000000,0.000000,0.000000,0.175255
180.2800,high,high,high,27.0000,27.0000,30.8869,29.4272,0.000000,0.187760,0.000000,0.000000,0.000000,0.187760
180.2900,high,high,high,27.0000,27.0000,30.8051,29.3430,0.000000,0.200028,0.000000,0.000000,0.000000,0.200028
180.3000,high,high,high,27.0000,27.0000,30.7218,29.2607,0.009757,0.212060,0.000000,0.000000,0.009757,0.212060
180.3100,high,high,high,27.0000,27.0000,30.6372,29.1804,0.020077,0.223861,0.000000,0.000000,0.020077,0.223861
180.3200,high,high,high,27.0000,27.0000,30.5513,29.1019,0.030770,0.235434,0.000000,0.000000,0.030770,0.235434
180.3300,high,high,high,27.0000,27.0000,30.4643,29.0252,0.041814,0.246782,0.000000,0.000000,0.041814,0.246782
180.3400,high,high,high,27.0000,27.0000,30.3763,28.9503,0.053187,0.257909,0.000000,0.000000,0.053187,0.257909
180.3500,high,high,high,27.0000,27.0000,30.2874,28.8771,0.064865,0.268817,0.000000,0.000000,0.064865,0.268817
180.3600,high,high,high,27.0000,27.0000,30.1977,28.8057,0.076824,0.279510,0.000000,0.000000,0.076824,0.279510
180.3700,high,high,high,27.0000,27.0000,30.1075,28.7360,0.089040,0.289992,0.000000,0.000000,0.089040,0.289992
180.3800,high,high,high,27.0000,27.0000,30.0167,28.6679,0.101490,0.300265,0.000000,0.000000,0.101490,0.300265
180.3900,high,high,high,27.0000,27.0000,29.9256,28.6015,0.114152,0.310332,0.000000,0.000000,0.114152,0.310332
180.4000,high,high,high,27.0000,27.0000,29.8343,28.5367,0.127003,0.320198,0.000000,0.000000,0.127003,0.320198
180.4100,high,high,high,27.0000,27.0000,29.7428,28.4734,0.140021,0.329864,0.000000,0.000000,0.140021,0.329864
180.4200,high,high,high,27.0000,27.0000,29.6513,28.4117,0.153188,0.339335,0.000000,0.000000,0.153188,0.339335
180.4300,high,high,high,27.0000,27.0000,29.5599,28.3515,0.166482,0.348613,0.000000,0.000000,0.166482,0.348613
180.4400,high,high,high,27.0000,27.0000,29.4687,28.2928,0.179885,0.357701,0.000000,0.000000,0.179885,0.357701
180.4500,high,high,high,27.0000,27.0000,29.3778,28.2356,0.193377,0.366602,0.000000,0.000000,0.193377,0.366602
180.4600,high,high,high,27.0000,27.0000,29.2872,28.1798,0.206942,0.375319,0.000000,0.000000,0.206942,0.375319
180.4700,high,high,high,27.0000,27.0000,29.1971,28.1254,0.220560,0.383855,0.000000,0.000000,0.220560,0.383855
180.4800,high,high,high,27.0000,27.0000,29.1075,28.0724,0.234215,0.392213,0.000000,0.000000,0.234215,0.392213
180.4900,high,high,high,27.0000,27.0000,29.0186,28.0207,0.247891,0.400397,0.000000,0.000000,0.247891,0.400397
180.5000,high,high,high,27.0000,27.0000,28.9304,27.9704,0.261573,0.408407,0.000000,0.000000,0.261573,0.408407
180.5100,high,high,high,27.0000,27.0000,28.8429,27.9214,0.275243,0.416249,0.000000,0.000000,0.275243,0.416249
180.5200,high,high,high,27.0000,27.0000,28.7563,27.8736,0.288888,0.423924,0.000000,0.000000,0.288888,0.423924
