time_s,ego_throttle,ego_setpoint_speed,ego_brake,ego_speed,ego_accel_abs,lead_throttle,lead_setpoint_speed,lead_brake,lead_speed,lead_accel_abs,lead_dist
1.6100,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6200,0.0227,0.0000,0.0000,0.0000,0.0061,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6300,0.0226,0.0000,0.0000,0.0000,0.0044,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6400,0.0226,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6500,0.0226,0.0000,0.0000,0.0000,0.0017,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6600,0.0226,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6700,0.0226,0.0000,0.0000,0.0001,0.0011,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6800,0.0226,0.0000,0.0000,0.0001,0.0005,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.6900,0.0226,0.0000,0.0000,0.0001,0.0001,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7000,0.0226,0.0000,0.0000,0.0000,0.0008,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7100,0.0226,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7200,0.0226,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7300,0.0226,0.0000,0.0000,0.0001,0.0016,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7400,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7500,0.0226,0.0000,0.0000,0.0001,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7600,0.0226,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7700,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7800,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.7900,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8000,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8100,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8200,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8300,0.0226,0.0000,0.0000,0.0001,0.0009,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8400,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8500,0.0226,0.0000,0.0000,0.0001,0.0008,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8600,0.0226,0.0000,0.0000,0.0001,0.0005,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8700,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8800,0.0226,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.8900,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9000,0.0226,0.0000,0.0000,0.0001,0.0002,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9100,0.0226,0.0000,0.0000,0.0001,0.0003,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9200,0.0226,0.0000,0.0000,0.0001,0.0021,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9300,0.0226,0.0000,0.0000,0.0000,0.0034,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9400,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
1.9500,0.0226,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0297,0.0000,0.0000,19.9951
