time_s,throttle_lead,brake_lead,speed_lead,accel_x_lead,local_sp_lead,dist_to_prev_lead,desired_dist_lead,throttle_1,brake_1,speed_1,accel_x_1,local_sp_1,dist_to_prev_1,desired_dist_1,throttle_2,brake_2,speed_2,accel_x_2,local_sp_2,dist_to_prev_2,desired_dist_2,throttle_3,brake_3,speed_3,accel_x_3,local_sp_3,dist_to_prev_3,desired_dist_3
0.2800,1.0000,0.0000,0.4308,0.0001,11.0000,0.0000,0.0000,0.0000,0.8185,0.4308,0.0001,-11.5000,6.0000,10.5000,0.0000,0.8185,0.4308,0.0001,-11.5000,6.0000,10.5000,0.0000,1.0000,0.4308,0.0001,0.0000,6.0000,10.5000
0.2900,1.0000,0.0000,0.3457,0.0000,11.0000,0.0000,0.0000,0.0000,0.8221,0.3457,0.0000,-11.5000,6.0000,10.5000,0.0000,0.8221,0.3457,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.3457,0.0001,0.0000,6.0000,10.5000
0.3000,1.0000,0.0000,0.2722,0.0000,11.0000,0.0000,0.0000,0.0000,0.8317,0.2722,0.0000,-11.5000,6.0000,10.5000,0.0000,0.8317,0.2722,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.2722,-0.0000,0.0000,6.0000,10.5000
0.3100,1.0000,0.0000,0.2091,0.0000,11.0000,0.0000,0.0000,0.0000,0.8468,0.2091,0.0000,-11.5000,6.0000,10.5000,0.0000,0.8468,0.2091,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.2091,0.0000,0.0000,6.0000,10.5000
0.3200,1.0000,0.0000,0.1550,-0.0000,11.0000,0.0000,0.0000,0.0000,0.8665,0.1550,-0.0000,-11.5000,6.0000,10.5000,0.0000,0.8665,0.1550,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.1550,-0.0000,0.0000,6.0000,10.5000
0.3300,1.0000,0.0000,0.1089,0.0000,11.0000,0.0000,0.0000,0.0000,0.8904,0.1089,0.0000,-11.5000,6.0000,10.5000,0.0000,0.8904,0.1089,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.1089,0.0000,0.0000,6.0000,10.5000
0.3400,1.0000,0.0000,0.0697,0.0000,11.0000,0.0000,0.0000,0.0000,0.9180,0.0697,0.0000,-11.5000,6.0000,10.5000,0.0000,0.9180,0.0697,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0697,0.0000,0.0000,6.0000,10.5000
0.3500,1.0000,0.0000,0.0366,0.0000,11.0000,0.0000,0.0000,0.0000,0.9488,0.0366,0.0000,-11.5000,6.0000,10.5000,0.0000,0.9488,0.0366,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0366,-0.0000,0.0000,6.0000,10.5000
0.3600,1.0000,0.0000,0.0089,-0.0000,11.0000,0.0000,0.0000,0.0000,0.9824,0.0089,-0.0000,-11.5000,6.0000,10.5000,0.0000,0.9824,0.0089,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0089,0.0000,0.0000,6.0000,10.5000
0.3700,1.0000,0.0000,0.0142,0.0000,11.0000,0.0000,0.0000,0.0000,1.0000,0.0142,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0142,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0142,-0.0000,0.0000,6.0000,10.5000
0.3800,1.0000,0.0000,0.0333,-0.0000,11.0000,0.0000,0.0000,0.0000,1.0000,0.0333,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0333,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0333,0.0000,0.0000,6.0000,10.5000
0.3900,1.0000,0.0000,0.0489,-0.0000,11.0000,0.0000,0.0000,0.0000,1.0000,0.0489,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0489,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0489,-0.0000,0.0000,6.0000,10.5000
0.4000,1.0000,0.0000,0.0614,0.0000,11.0000,0.0000,0.0000,0.0000,1.0000,0.0614,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0614,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0614,-0.0000,0.0000,6.0000,10.5000
0.4100,1.0000,0.0000,0.0714,0.0000,11.0000,0.0000,0.0000,0.0000,1.0000,0.0714,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0714,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0714,0.0000,0.0000,6.0000,10.5000
0.4200,1.0000,0.0000,0.0791,0.0000,11.0000,0.0000,0.0000,0.0000,1.0000,0.0791,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0791,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0791,0.0000,0.0000,6.0000,10.5000
0.4300,1.0000,0.0000,0.0849,0.0273,11.0000,0.0000,0.0000,0.0000,1.0000,0.0848,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0848,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0848,-0.0000,0.0000,6.0000,10.5000
0.4400,1.0000,0.0000,0.2895,-0.3584,11.0000,0.0000,0.0000,0.0000,1.0000,0.0889,-0.0000,-11.5000,6.0028,10.5000,0.0000,1.0000,0.0889,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0889,0.0000,0.0000,6.0000,10.5000
0.4500,0.9586,0.0000,0.4007,-0.1640,11.0000,0.0000,0.0000,0.0000,1.0000,0.0916,-0.0000,-11.4998,6.0068,10.5000,0.0000,1.0000,0.0916,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0916,-0.0000,0.0000,6.0000,10.5000
0.4600,0.9569,0.0000,0.6455,-0.3078,11.0000,0.0000,0.0000,0.0000,1.0000,0.0932,0.0000,-11.4859,6.0132,10.5000,0.0000,1.0000,0.0932,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0932,0.0000,0.0000,6.0000,10.5000
0.4700,0.8965,0.0000,0.7439,-0.1334,11.0000,0.0000,0.0000,0.0000,1.0000,0.0937,-0.0000,-11.4662,6.0206,10.5000,0.0000,1.0000,0.0937,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0937,0.0000,0.0000,6.0000,10.5000
0.4800,0.8989,0.0000,0.9396,-0.2413,11.0000,0.0000,0.0000,0.0000,1.0000,0.0934,0.0000,-11.4341,6.0300,10.5000,0.0000,1.0000,0.0934,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0934,-0.0000,0.0000,6.0000,10.5000
0.4900,0.8584,0.0000,1.0236,-0.1055,11.0000,0.0000,0.0000,0.0000,1.0000,0.0924,0.0000,-11.3969,6.0403,10.5000,0.0000,1.0000,0.0924,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0924,-0.0000,0.0000,6.0000,10.5000
0.5000,0.8658,0.0000,1.2320,-0.2868,11.0000,0.0000,0.0000,0.0000,1.0000,0.0909,-0.0000,-11.3499,6.0526,10.5000,0.0000,1.0000,0.0909,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0909,0.0000,0.0000,6.0000,10.5000
0.5100,0.8185,0.0000,1.3765,-0.1685,11.0000,0.0000,0.0000,0.0000,1.0000,0.0888,0.0000,-11.2987,6.0664,10.5000,0.0000,1.0000,0.0888,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0888,-0.0000,0.0000,6.0000,10.5000
0.5200,0.7983,0.0000,1.4494,-0.1064,11.0000,0.0000,0.0000,0.0000,1.0000,0.0865,-0.0000,-11.2370,6.0809,10.5000,0.0000,1.0000,0.0865,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0865,-0.0000,0.0000,6.0000,10.5000
0.5300,0.8085,0.0000,1.6291,-0.2217,11.0000,0.0000,0.0000,0.0000,1.0000,0.0838,-0.0000,-11.1680,6.0972,10.5000,0.0000,1.0000,0.0838,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0838,-0.0000,0.0000,6.0000,10.5000
0.5400,0.7719,0.0000,1.7043,-0.0707,11.0000,0.0000,0.0000,0.0000,1.0000,0.0810,0.0000,-11.0956,6.1143,10.5000,0.0000,1.0000,0.0810,0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0810,0.0000,0.0000,6.0000,10.5000
0.5500,0.7801,0.0000,1.8542,-0.2199,11.0000,0.0000,0.0000,0.0000,1.0000,0.0779,-0.0000,-11.0140,6.1328,10.5000,0.0000,1.0000,0.0779,-0.0000,-11.5000,6.0000,10.5000,0.0000,1.0000,0.0779,-0.0000,0.0000,6.0000,10.5000
